,Location ,Latitude ,NESS ID ,Longitude ,NWS ID ,Elevation ,Agency 
CCUY,Cuyama Valley California,"34° 57' 55""",32A1FFE0,"119° 52' 49""",045230,2535 ft.,S&amp;PF
IBWF,Boise WFO (RAWS) Idaho,"43° 34' 03""",32B163CE,"116° 12' 41""",,2992 ft.,NWS
ICRS,Cedar River TNC Swamp Iowa,"41° 24' 53""",,"91° 15' 04""",,667 ft.,
MEIG,Eight Mile Saddle Montana,"46° 39' 05""",3332925E,"113° 49' 05""",,6440 ft.,USFS
RAYS,Ray's Valley Utah,"40° 07' 04""",324122D0,"111° 16' 29""",421103,7300 ft.,USFS
OMID,Middle Mtn Oregon,"45° 35' 00""",6000970C,"121° 35' 00""",350812,2600 ft.,S&amp;PF
UGB2,Greenville Bench (Chalk Hollow) Utah,"38° 11' 23""",,"112° 46' 23""",,6200 ft.,
PMAN,Manada Gap Pennsylvania,"40° 24' 40""",3333E634,"76° 42' 40""",360432,625 ft.,S&amp;PF
UOSP,Oak Springs Utah,"40° 24' 24""",32D3948C,"112° 04' 38""",,1677 ft.,DOD
CCOU,County Line California,"39° 01' 08""",32657678,"122° 24' 43""",041410,2085 ft.,BLM
AANG,Angel Creek Alaska,"65° 01' 12""",3390E76C,"146° 13' 41""",500742,1100 ft.,S&amp;PF
CWMT,Warner Mt - Portable California,"41° 49' 40""",32349332,"120° 51' 50""",040398,5500 ft.,USFS
ANWH,North White River Arizona,"33° 50' 12""",5210C5F4,"109° 57' 51""",020307,5240 ft.,BIA
MNBR,North Breaks Montana,"47° 23' 27""",,"107° 38' 26""",,2968 ft.,
CROB,Roblar Canyon California,"33° 22' 20""",92303042,"117° 21' 35""",045732,915 ft.,DOD
CEST,Estes Park Colorado,"40° 22' 00""",323EE4F0,"105° 33' 00""",050507,7820 ft.,USFS
ISAL,Salmon Idaho,"45° 09' 00""",325370C6,"113° 56' 00""",101310,4960 ft.,BLM
CHOO,Hoopa California,"41° 02' 52""",326D5432,"123° 40' 17""",040408,375 ft.,BIA
IBER,Berger Butte Idaho,"42° 24' 22""",,"114° 43' 40""",104005,4490 ft.,BLM
CVAY,Valyermo California,"34° 26' 44""",3332D154,"117° 51' 04""",045423,3780 ft.,USFS
IROA,Road Creek Idaho,"44° 09' 45""",3252E75E,"114° 00' 45""",101816,8200 ft.,BLM
NUWH,Uwharrie (Troy) North Carolina,"35° 22' 00""",33350508,"79° 52' 00""",317001,540 ft.,USFS
MROS,Roseau Minnesota,"48° 51' 00""",7070F0C2,"95° 42' 00""",210203,1047 ft.,S&amp;PF
WHEC,Hechtman Wyoming,"44° 03' 47""",,"110° 52' 00""",,8284 ft.,BLM
CCO2,Corona #2 California,"33° 49' 08""",327F9346,"117° 34' 25""",045636,1968 ft.,USFS
CPOV,Poverty California,"37° 26' 35""",CA4092E4,"121° 46' 14""",043914,2066 ft.,S&amp;PF
OCHI,Chiloquin Oregon,"42° 34' 37""",32404B1E,"121° 53' 37""",353310,4420 ft.,USFS
CLYT,Lytle Creek California,"34° 14' 02""",3275E484,"117° 28' 49""",045108,2792 ft.,USFS
TNLI,Nolichucky Tennessee,"35° 58' 55""",3261F556,"82° 50' 36""",403602,2300 ft.,USFS
CCAL,Callahan California,"41° 18' 27""",323857B0,"122° 47' 45""",040245,3136 ft.,USFS
MGRL,Grayling Michigan,"44° 43' 08""",0800252E,"84° 42' 33""",202801,1120 ft.,S&amp;PF
ALMI,Lake Minchumina Alaska,"63° 53' 36""",FA613756,"152° 18' 38""",500623,740 ft.,NPS
MUDS,Mud Spring - Eureka 13SW Utah,"39° 47' 55""",32531520,"112° 16' 20""",421502,5760 ft.,BLM
TCHU,Chuck Swan SF Tennessee,"36° 22' 08""",0260279A,"83° 53' 55""",403101,1657 ft.,S&amp;PF
CPNY,Pinyon California,"33° 34' 40""",327C77BA,"116° 27' 14""",045631,4060 ft.,BLM
CSRI,Santa Rosa Island California,"33° 58' 40""",FA45E5EA,"120° 04' 40""",045217,1298 ft.,NPS
AKHS,Klondike Highway Summit Alaska,"59° 37' 47""",396240F2,"135° 09' 51""",,3292 ft.,NPS
MCTM,Catoctin Mountain Maryland,"39° 39' 05""",FA648318,"77° 29' 36""",,1485 ft.,NPS
CKEE,Keenwild California,"33° 40' 00""",32675560,"116° 46' 00""",045604,4920 ft.,USFS
CBLT,Ben Bolt California,"38° 35' 27""",CA21B4C0,"120° 56' 01""",042612,905 ft.,S&amp;PF
WARC,Arcadia Orchards Washington,"47° 54' 27""",,"117° 23' 48""",,2050 ft.,
AML2,Mt. Logan #2 Arizona,"36° 21' 11""",,"113° 11' 57""",,7605 ft.,
APFA,Pfaff Mine,"59° 06' 37""",FA65578A,"154° 50' 24""",,1900 ft.,NPS
AGRN,Granite Alaska,"60° 43' 39""",324704F2,"149° 17' 13""",500964,512 ft.,USFS
CHBB,Humbolt Bay California,"40° 46' 01""",,"124° 13' 10""",,10 ft.,
CCOT,Cottonwood Basin Colorado,"38° 34' 23""",3259A7FC,"108° 16' 40""",053805,7220 ft.,BLM
NE21,Ely Portable #2 (Cedar Spring) Nevada,"39° 27' 11""",,"115° 08' 06""",,7131 ft.,
CDOG,Dog Valley California,"39° 33' 43""",3272A5BA,"120° 02' 52""",041302,5976 ft.,USFS
NNCP,North Cove Pinnacle N. Carolina,"35° 49' 00""",324E41A4,"81° 56' 14""",314301,2560 ft.,S&amp;PF
WWOO,Woodruff Wisconsin,"45° 53' 23""",5370037A,"89° 39' 08""",471002,1619 ft.,S&amp;PF
PTRX,Trexler Pennsylvania,"40° 39' 31""",,"75° 36' 59""",,651 ft.,
MPOL,Polebridge Montana,"48° 46' 57""",FA4175B2,"114° 16' 49""",240210,3500 ft.,NPS
ASOL,Sollers Arizona,"32° 24' 12""",3233A49C,"110° 42' 42""",021208,7800 ft.,USFS
OROC,Rock Creek Oregon,"42° 32' 51""",3264F296,"119° 39' 23""",353424,5640 ft.,FWS
OCMT,Cedar Mountain Oregon,"43° 20' 00""",,"117° 43' 00""",,4600 ft.,
SWIT,Witherbee South Carolina,"33° 09' 35""",333316B0,"79° 49' 50""",384002,59 ft.,USFS
TBUR,Burns Tennessee,"36° 03' 54""",0260A18E,"87° 16' 59""",402102,706 ft.,S&amp;PF
NECO,Echo North Dakota,"47° 45' 00""",32773718,"101° 40' 00""",,2101 ft.,DOD
AHIL,Hilltop Arizona,"33° 37' 06""",5212C000,"110° 25' 12""",020609,5720 ft.,BIA
MSAL,Salem Missouri,"37° 38' 20""",,"91° 37' 10""",,1240 ft.,
APLZ,Pleasant Valley (2) Arizona,"34° 05' 52""",32887094,"110° 56' 29""",,5000 ft.,USFS
CTEM,Temescal California,"34° 29' 00""",,"118° 36' 00""",,1060 ft.,
WTAN,Tango 01 Wyoming,"43° 35' 58""",060046C6,"116° 12' 29""",,5126 ft.,DOD
OUNF,Umatilla National Forest Oregon,"45° 52' 00""",,"119° 34' 00""",,4500 ft.,
AMOL,Mormon Lake Arizona,"34° 54' 24""",32339106,"111° 26' 42""",020215,7400 ft.,USFS
CMTD,Mt. Diablo California,"37° 52' 54""",CA406260,"121° 54' 51""",043012,3849 ft.,S&amp;PF
WRIL,Riley Ridge Wyoming,"42° 29' 00""",,"110° 28' 22""",481203,9290 ft.,BLM
NY05,FRWS5 40 River Terrace 43rd floor,"40° 43' 05""",32522240,"74° 00' 53""",,428 ft.,BLM
WBEA,Bear Lodge Wyoming,"44° 35' 50""",32362548,"104° 25' 39""",480605,5280 ft.,USFS
AHAV,Havasu Arizona,"34° 47' 14""",325846F4,"114° 33' 42""",020118,475 ft.,BLM
XSTO,Stone Lake New Mexico,"36° 43' 53""",52139286,"106° 51' 53""",290201,7440 ft.,BIA
CBSP,Bird Springs Pass California,"35° 32' 09""",3277C79C,"118° 08' 25""",045122,7466 ft.,BLM
HSCH,Schofield East Hawaii,"21° 29' 58""",325AB384,"157° 59' 36""",499908,1250 ft.,DOD
MMLK,Moose Lake Minnesota,"46° 25' 13""",7070C558,"92° 48' 03""",211803,1070 ft.,S&amp;PF
CBDR,Sugarloaf Colorado,"40° 01' 05""",323ED16A,"105° 21' 41""",050604,6733 ft.,USFS
MISA,Isabella Minnesota,"47° 37' 49""",3286E19E,"91° 24' 30""",210602,1990 ft.,USFS
COLV,Olema Valley California,"38° 02' 33""",3287D6FE,"122° 47' 45""",042303,37 ft.,NPS
NFIR,Fire Island New York,"40° 37' 00""",FA43334C,"73° 12' 00""",,5 ft.,NPS
XMAG,Magdalena New Mexico,"33° 51' 04""",32336182,"107° 32' 35""",292104,8500 ft.,USFS
CTHO,Thomes Creek California,"39° 51' 52""",CA211438,"122° 36' 35""",040816,1040 ft.,S&amp;PF
NSCO,Scotts Bluff Nebraska,"41° 49' 00""",FA40F15C,"103° 42' 00""",251905,4224 ft.,NPS
NALG,Alligator River NWR N. Carolina,"35° 30' 47""",,"75° 31' 23""",,7 ft.,
AAHA,Ahakahv Preserve Arizona,"34° 07' 52""",32B1803C,"114° 19' 39""",021503,360 ft.,BIA
MBUL,Bull Mountain Montana,"46° 17' 10""",3267E6EE,"108° 30' 11""",243703,3895 ft.,BLM
CDLB,D L Bliss S P California,"38° 58' 04""",3257C672,"120° 06' 00""",049922,6942 ft.,BIA
NPOC,Pocosin Lakes North Carolina,"35° 44' 49""",8376E31E,"76° 30' 39""",315201,6 ft.,FWS
MTHO,Thompson Falls AP Montana,"47° 34' 50""",323F3062,"115° 17' 06""",241213,2460 ft.,USFS
KSTA,Stafford Kansas,"38° 10' 01""",8375B46C,"98° 30' 00""",146501,1773 ft.,FWS
TFHD,Fort Hood Live Fire Texas,"31° 18' 25""",,"97° 45' 39""",,1106 ft.,
BADG,Badger Spring - Ivins 14W Utah,"37° 10' 11""",325431F8,"113° 56' 59""",422806,3990 ft.,BLM
IDES,Desoto Iowa,"41° 32' 00""",83762600,"96° 05' 00""",135501,732 ft.,FWS
XLAG,Laguna New Mexico,"35° 03' 07""",5213A71C,"107° 25' 12""",293304,5805 ft.,BIA
NARR,Arrowwood 2 North Dakota,"47° 16' 00""",837686F8,"98° 52' 00""",323536,1520 ft.,FWS
CSFD,Santa Fe Dam California,"34° 07' 15""",CA4A80C0,"117° 56' 45""",045437,500 ft.,S&amp;PF
NMTI,Mt. Island Lake North Carolina,"35° 22' 44""",4071F466,"80° 59' 33""",316602,500 ft.,S&amp;PF
CGUN,Gunsight Colorado,"40° 12' 33""",325FC2D4,"106° 19' 45""",050404,8420 ft.,BLM
CGLN,Glen Annie California,"34° 28' 24""",,"119° 52' 10""",,760 ft.,
MREX,Rexton Michigan,"46° 09' 34""",0800A33A,"85° 16' 02""",201401,862 ft.,S&amp;PF
NBUX,Buxton North Carolina,"35° 14' 46""",,"75° 32' 03""",,18 ft.,
NCAS,Caswell Game Lands N. Carolina,"36° 23' 08""",4071C1FC,"79° 17' 31""",310801,580 ft.,S&amp;PF
AWEI,Wein Lake Alaska,"64° 18' 54""",324351B4,"151° 05' 00""",500715,1050 ft.,BLM
VBER,Berwind West Virginia,"37° 15' 32""",900043E6,"81° 41' 52""",465201,1655 ft.,S&amp;PF
NBFT,Beaufort North Carolina,"35° 31' 14""",4071E710,"76° 55' 53""",317801,25 ft.,S&amp;PF
CJAR,Jarbo Gap California,"39° 44' 09""",CA2B4516,"121° 29' 20""",041214,2490 ft.,S&amp;PF
MSTM,St. Mary Montana,"48° 44' 15""",5211378A,"113° 25' 50""",240303,4560 ft.,BIA
WABE,Abernathy Mountain Washington,"46° 21' 00""",3000B5D0,"123° 06' 00""",451209,2900 ft.,S&amp;PF
ASWA,Swanson River Alaska,"60° 43' 40""",126122E4,"150° 52' 20""",500924,280 ft.,FWS
UTEL,Ute Lookout,"40° 52' 48""",,"109° 48' 00""",,8834 ft.,
XOAK,Oak Flats New Mexico,"35° 00' 15""",323372F4,"106° 19' 18""",291402,7550 ft.,USFS
CTRM,Trimmer California,"36° 54' 40""",326DC150,"119° 18' 18""",044510,1540 ft.,USFS
CWHH,Whittier Hills California,"33° 59' 02""",CA4237E8,"118° 00' 36""",045446,950 ft.,S&amp;PF
AKEN,Kenai NWR Alaska,"60° 35' 30""",12601584,"150° 19' 00""",500963,400 ft.,FWS
NBRB,Bear Brook New Hampshire,"43° 09' 23""",AAC00250,"71° 22' 35""",270131,365 ft.,S&amp;PF
ISUL,Sullivan Indiana,"39° 04' 30""",AAC186BE,"87° 21' 09""",,531 ft.,USFS
CMRK,Markleeville California,"38° 41' 26""",326D4744,"119° 46' 30""",042802,5501 ft.,USFS
CGND,Granada Colorado,"38° 03' 48""",,"102° 18' 04""",,3480 ft.,
MBRN,Brainerd Minnesota,"46° 24' 02""",707035DC,"94° 07' 38""",212601,1220 ft.,S&amp;PF
HSFB,Schofield Firebreak Hawaii,"21° 30' 31""",3279C3F4,"158° 06' 53""",,1138 ft.,DOD
MFOH,Fort Howes Montana,"45° 17' 49""",325AC514,"106° 09' 41""",245201,3380 ft.,BLM
GDYA,Dyar Pasture Georgia,"33° 38' 50""",32D3B260,"83° 17' 41""",093502,481 ft.,USFS
MELY,Ely Minnesota,"47° 53' 00""",3286F2E8,"91° 52' 00""",210509,1455 ft.,USFS
CPCG,Pickle Gulch Colorado,"39° 52' 28""",32714146,"105° 30' 59""",051901,9380 ft.,USFS
OTOK,Toketee Oregon,"43° 13' 07""",3261233E,"122° 24' 45""",353038,3360 ft.,USFS
MTOM,Tombigbee Mississippi,"33° 16' 50""",333444F8,"89° 08' 20""",223701,550 ft.,USFS
COKS,Oakland South California,"37° 47' 10""",CA4A15A2,"122° 08' 41""",043403,1095 ft.,S&amp;PF
MRBY,Roby Missouri,"37° 31' 18""",AAC3D336,"92° 06' 59""",237301,1284 ft.,USFS
CBRO,Brooks California,"38° 44' 18""",CA45503A,"122° 08' 41""",042202,354 ft.,S&amp;PF
XSLK,Sandia Lakes New Mexico,"35° 13' 48""",327AE216,"106° 35' 26""",290706,5000 ft.,BIA
WCAS,Casper Mountain Wyoming,"42° 42' 47""",3264B19C,"106° 20' 46""",481502,7740 ft.,BLM
CSEE,Seed Orchard California,"39° 05' 00""",,"120° 44' 00""",,4100 ft.,
ACAN,Bright Angel Arizona,"36° 12' 17""",FA4520F4,"112° 03' 44""",020211,8134 ft.,NPS
CKNW,Kenworthy California,"33° 37' 01""",32B6FA4A,"116° 37' 20""",045605,4550 ft.,USFS
CCOP,Copper Gulch Colorado,"38° 18' 50""",32599266,"105° 29' 04""",053904,7760 ft.,BLM
MRED,Red Rock Montana,"44° 41' 00""",325FE438,"111° 50' 00""",245410,6690 ft.,USFS
MSTR,St. Regis Montana,"47° 18' 39""",323F601E,"115° 06' 35""",241302,2680 ft.,USFS
OBMR,Black Mtn Ridge Oregon,"45° 34' 25""",327F70B4,"118° 14' 19""",351319,4965 ft.,USFS
AVER,Verde Arizona,"34° 33' 14""",326C2058,"111° 50' 57""",020503,3100 ft.,USFS
JCOY,Coyle Field New Jersey,"39° 48' 45""",FF1002B0,"74° 25' 30""",280051,180 ft.,S&amp;PF
WBUR,Burgess Wyoming,"44° 47' 07""",32304060,"107° 32' 05""",480402,7743 ft.,USFS
TTOW,Tow String Tennessee,"35° 32' 10""",32770282,"83° 17' 06""",313904,2994 ft.,BIA
IROC,Rock Lake Idaho,"42° 58' 18""",3253D03E,"114° 03' 47""",103403,4260 ft.,BLM
OLAW,Lawson Oregon,"42° 25' 00""",,"124° 08' 00""",352917,2810 ft.,USFS
SCAM,Camp Crook South Dakota,"45° 33' 45""",3276D610,"103° 59' 30""",390101,3120 ft.,BLM
CCHB,Cheeseboro California,"34° 11' 05""",FA50454C,"118° 43' 02""",045313,1650 ft.,NPS
CALT,Los Altos California,"37° 21' 29""",CA41F5F8,"122° 08' 50""",043912,645 ft.,S&amp;PF
IPOB,Potter Butte Idaho,"43° 13' 34""",325320BA,"113° 34' 28""",102907,4930 ft.,BLM
NY13,FRWS13 SE Cnr Barclay &amp; Greenwich,"40° 42' 51""",325D37A4,"74° 00' 40""",,40 ft.,BLM
NSHY,Sheyenne North Dakota,"46° 27' 57""",3255D0F0,"97° 18' 58""",324605,1070 ft.,BLM
CCOM,Comanche Colorado,"37° 32' 39""",,"104° 01' 27""",,5360 ft.,
CMAN,Manzanita Lake California,"40° 32' 24""",323470C0,"121° 34' 49""",040609,5660 ft.,USFS
CSKU,Storm King Mountain Colorado,"39° 33' 45""",324AA76C,"107° 25' 12""",051508,8793 ft.,USFS
NBEA,Beacon Light Nevada,"40° 33' 30""",3250874C,"116° 45' 30""",260505,4800 ft.,BLM
OWCR,Wheeler Creek Oregon,"42° 04' 00""",,"124° 07' 00""",,1440 ft.,
CPAN,Panamint California,"36° 07' 13""",3277D4EA,"117° 05' 16""",044806,6880 ft.,BLM
OSLG,Seiling Oklahoma,"36° 08' 16""",,"98° 44' 31""",,1657 ft.,
ISBB,Southfork (Blacktail Butte) Idaho,"45° 53' 25""",328A40FA,"115° 59' 23""",101050,4570 ft.,USFS
CBPI,Big Pine Flat California,"34° 19' 10""",3275C268,"117° 00' 47""",045102,6861 ft.,USFS
AJES,Jessieville Arkansas,"34° 39' 28""",3334A70A,"93° 04' 13""",034802,900 ft.,USFS
CWSS,Westside California,"41° 13' 24""",FA657166,"124° 03' 09""",040428,1291 ft.,NPS
CSAD,Saddleback Butte California,"34° 41' 05""",CA421104,"117° 49' 15""",045444,2590 ft.,S&amp;PF
MBAP,Badger Peak Montana,"45° 38' 53""",5210F06E,"106° 30' 03""",243902,4340 ft.,BIA
CFO1,Fort Ord #1 California,"36° 37' 37""",327B850A,"121° 47' 53""",,460 ft.,OTHR
NCHV,Cherry Valley Nevada,"39° 35' 04""",325C13B2,"117° 56' 38""",261301,7622 ft.,BLM
WBAI,Bainbridge Island Washington,"47° 42' 08""",,"122° 32' 55""",,152 ft.,
CHAT,Hatcreek Micro #1 California,"40° 42' 10""",3242534E,"121° 22' 00""",,4000 ft.,USFS
ASIL,Silver Hill Arkansas,"35° 58' 12""",3289A406,"92° 44' 45""",031201,930 ft.,USFS
ATAK,Tok AKTAS Alaska,"63° 19' 31""",32D7A42C,"143° 00' 06""",500750,1702 ft.,FWS
AIRO,Iron Springs Arizona,"34° 35' 07""",32832340,"112° 30' 07""",020501,5920 ft.,USFS
CBRD,Bridgeport California,"38° 16' 19""",3285551E,"119° 17' 21""",,6480 ft.,USFS
MMCK,Macks Creek Missouri,"37° 58' 05""",5730062E,"92° 54' 04""",235202,1090 ft.,S&amp;PF
NJES,Jessen Station,"36° 03' 10""",FA5063A0,"82° 22' 45""",313404,3634 ft.,S&amp;PF
TGAI,Gail Texas,"32° 46' 09""",AAC373CE,"101° 26' 04""",419101,2449 ft.,S&amp;PF
ANOO,Noon Creek Arizona,"32° 40' 04""",32330464,"109° 47' 17""",021010,4925 ft.,USFS
NSTA,Stag Mountain Nevada,"41° 31' 04""",325BC7EE,"115° 23' 34""",260313,6790 ft.,BLM
ATKS,Tokositna Alaska,"62° 37' 26""",,"150° 48' 49""",,2200 ft.,
ACHG,Chigmit Mtns Alaska,"60° 13' 24""",FA6544FC,"153° 27' 59""",,4500 ft.,NPS
OFLA,Flagstaff Hill Oregon,"44° 48' 51""",3257D504,"117° 43' 44""",352123,3945 ft.,BLM
MMOR,Mora Minnesota,"45° 53' 24""",7070D62E,"93° 16' 11""",213301,1012 ft.,S&amp;PF
AOWS,O W Saddle Arizona,"36° 16' 20""",326A2096,"110° 46' 46""",,7300 ft.,BIA
PBLA,Blair Helibase Pennsylvania,"40° 26' 30""",32A0962E,"78° 25' 11""",360131,1250 ft.,S&amp;PF
WMAM,Mammoth Wyoming,"44° 58' 38""",32842174,"110° 41' 43""",480111,6300 ft.,NPS
TDAV,Davis Texas,"30° 36' 00""",,"103° 53' 00""",,4880 ft.,
XWAT,Water Canyon,"35° 50' 33""",32638632,"106° 22' 20""",,8150 ft.,NPS
GCAM,Camp Merrill Georgia,"34° 37' 48""",327314CE,"84° 05' 51""",091201,1743 ft.,USFS
ABNT,Bentalit Alaska,"61° 56' 09""",15DEC222,"150° 59' 09""",500966,150 ft.,S&amp;PF
HHON,Honokanai'a Hawaii,"20° 30' 32""",327945E0,"156° 40' 54""",,70 ft.,S&amp;PF
WMD2,Midnite 2 Washington,"47° 56' 04""",3244756C,"118° 06' 04""",,2500 ft.,BLM
TPXW,PX Well Texas,"31° 58' 20""",3241A4C4,"104° 56' 52""",,3873 ft.,NPS
AQUA,Aqua Canyon - Bryce Canyon NP.,"37° 31' 20""",FA44220E,"112° 16' 16""",422903,8000 ft.,NPS
CHRC,Harpers Corner Colorado,"40° 30' 36""",FA45B596,"109° 02' 54""",,6100 ft.,NPS
ACRR,Carrizo Arizona,"34° 12' 27""",326A33E0,"110° 32' 01""",,6832 ft.,BIA
ICBO,Crab Orchard Illinois,"37° 40' 45""",8375F766,"89° 00' 10""",119001,450 ft.,FWS
OCO2,Coffee Pot Flat 2 Oregon,"42° 33' 24""",32613048,"120° 36' 08""",353422,5214 ft.,BLM
ANEV,Nevershine Arizona,"36° 14' 51""",3244D594,"113° 53' 19""",,2165 ft.,NPS
CGOO,Goose Valley California,"33° 04' 25""",3270F032,"116° 50' 45""",045745,1530 ft.,USFS
CWAT,Waterton North Colorado,"39° 28' 56""",328262B0,"105° 12' 33""",,8725 ft.,USFS
MDEL,Delmoe Montana,"45° 56' 45""",,"112° 16' 14""",243207,5600 ft.,BLM
NPAH,Pahrump Nevada,"36° 09' 59""",,"116° 06' 06""",261405,2600 ft.,BLM
CMER,Merced River California,"37° 39' 10""",,"120° 05' 18""",044113,2600 ft.,BLM
OMOU,Mount Stella Oregon,"42° 56' 14""",32402EF8,"122° 26' 07""",353209,4715 ft.,USFS
AMPA,Merrill Pass Alaska,"59° 38' 22""",,"151° 29' 00""",,100 ft.,
CSQU,Senator Wash California,"32° 54' 28""",32598110,"114° 28' 26""",045801,285 ft.,BLM
APNE,Pine Arizona,"34° 22' 18""",325B7460,"111° 27' 20""",020612,5387 ft.,USFS
NWRN,Warren New Hampshire,"43° 54' 45""",,"71° 53' 09""",,743 ft.,
WSFS,South Fork Shoshone Wyoming,"44° 15' 05""",,"109° 27' 52""",,7890 ft.,
CNST,North Sterling Colorado,"40° 47' 19""",,"103° 15' 43""",,4070 ft.,
WALD,Alder Ridge Washington,"46° 16' 24""",3245E2F4,"117° 29' 42""",453803,4500 ft.,USFS
VSAW,Sawmill Ridge Virginia,"38° 06' 00""",FA665084,"78° 47' 05""",441906,2080 ft.,NPS
LOST,Lost Creek - Salina 12S Utah,"38° 46' 15""",3254F4E6,"111° 51' 45""",421905,7490 ft.,BLM
MKLL,Kelliher Minnesota,"47° 56' 33""",70709524,"94° 27' 18""",210902,1352 ft.,S&amp;PF
CLIT,Little Delores Colorado,"38° 58' 09""",326607E6,"108° 56' 40""",052410,6796 ft.,BLM
CMEN,Mendocino Pass California,"39° 48' 27""",32715230,"122° 56' 42""",041018,5420 ft.,USFS
VASH,Lime Kiln Virginia,"37° 59' 11""",328C033E,"79° 45' 34""",441801,2580 ft.,USFS
CLOW,Lowden California,"40° 41' 22""",,"122° 49' 53""",,3120 ft.,BLM
AOKL,Oklahoma Alaska,"64° 01' 18""",D0D050DE,"146° 15' 08""",500755,1587 ft.,DOD
NSKY,Skyland Nevada,"39° 01' 23""",32B1B5A6,"119° 56' 27""",261205,6599 ft.,USFS
MANN,Antietam NB Maryland,"39° 28' 30""",FA64A5F4,"77° 45' 20""",180303,480 ft.,NPS
MWAK,Wakefield Michigan,"46° 26' 25""",0800D5AA,"89° 49' 36""",200102,1200 ft.,S&amp;PF
ASIT,Site Summit Alaska,"61° 15' 30""",3263B3A8,"149° 31' 42""",,3924 ft.,BLM
IPOT,Potlatch Idaho,"46° 59' 00""",323764B8,"116° 59' 00""",100603,2500 ft.,USFS
ASRS,SRS Alabama,"31° 00' 40""",32B17E6A,"87° 03' 20""",016302,170 ft.,USFS
ASUN,Sunset Point Arizona,"34° 11' 43""",3259440E,"112° 08' 30""",020510,2960 ft.,BLM
CHEL,Hell Hole California,"39° 04' 18""",3239D35E,"120° 25' 18""",042608,5240 ft.,USFS
I10C,Class III 10-C Idaho,"43° 35' 58""",324E41A4,"116° 12' 29""",109910,2860 ft.,BLM
TVIC,Victoria Texas,"28° 50' 46""",8840C268,"96° 55' 18""",418202,23 ft.,S&amp;PF
NGRF,Grandfather North Carolina,"35° 45' 23""",3334D19A,"82° 02' 38""",314201,1600 ft.,USFS
AQUE,Queen Inlet Alaska,"58° 55' 02""",3962969A,"136° 35' 05""",GQIA2,1045 ft.,NPS
WPOL,Pole Mt Wyoming,"41° 13' 38""",AAB5E3CE,"105° 25' 59""",482107,8530 ft.,USFS
YMVA,Mt Vanhoevenberg New York,"44° 12' 00""",6250837C,"73° 54' 00""",300312,2000 ft.,S&amp;PF
NTFT,Toiyabe-Portable-FTS Nevada (RAWS),"38° 15' 00""",323C1180,"119° 13' 00""",,6457 ft.,USFS
CWES,Westwood California,"40° 18' 24""",CA20A54C,"120° 54' 00""",040719,5800 ft.,S&amp;PF
NGAR,Garden Valley Nevada,"38° 10' 32""",,"115° 24' 25""",,5230 ft.,
GPEM,Pembroke Georgia,"32° 06' 07""",F8E017BC,"81° 37' 35""",097902,71 ft.,DOD
CBUL,Bull Flat California,"40° 28' 51""",3255808C,"120° 06' 50""",040728,4395 ft.,BLM
ACSG,Casa Grande Arizona,"32° 59' 31""",5214304A,"111° 31' 58""",020906,1414 ft.,BIA
THMB,Hamby Texas,"32° 30' 00""",8841D3E4,"99° 37' 00""",419401,1900 ft.,S&amp;PF
MRDS,Redstn Minnesota,"44° 02' 00""",CA52737C,"96° 16' 00""",216901,1660 ft.,NPS
ITWR,The Tower Indiana,"38° 41' 29""",AAC1763A,"86° 00' 10""",,927 ft.,USFS
CCOY,Coyote California,"39° 59' 16""",3286D404,"120° 28' 36""",040917,5548 ft.,USFS
CCON,Converse California,"34° 11' 39""",3237D736,"116° 54' 47""",045105,5618 ft.,USFS
XORG,Organ Mountains New Mexico,"32° 24' 35""",,"106° 33' 00""",,5110 ft.,
ASLK,Salt Lake - Portable Alaska,"57° 53' 00""",3248A298,"135° 35' 00""",501199,500 ft.,NPS
OFLY,Flynn Prairie Oregon,"42° 23' 44""",600074FE,"124° 22' 43""",352922,1543 ft.,S&amp;PF
ANIN,Ninilchik Alaska,"60° 02' 36""",3390A466,"151° 39' 56""",500962,130 ft.,S&amp;PF
OCAI,Calimus Oregon,"42° 37' 53""",32616034,"121° 33' 35""",353307,6629 ft.,USFS
NMAT,Mather Nevada,"39° 01' 22""",FA6290A0,"114° 16' 20""",260809,9268 ft.,NPS
CBMN,Blacks Mtn - PSW California,"40° 43' 53""",,"121° 07' 06""",040729,6050 ft.,USFS
OMIT,Mitchell Oregon,"44° 34' 55""",6000C770,"120° 10' 46""",352209,2620 ft.,S&amp;PF
WLCR,La Crosse Wisconsin,"43° 49' 20""",,"91° 11' 32""",,1200 ft.,
CBIP,Big Pines California,"34° 22' 44""",3332E4CE,"117° 41' 31""",045401,6917 ft.,USFS
MCSA,Carlos Avery Minnesota,"45° 18' 10""",7070434C,"93° 06' 04""",214201,900 ft.,S&amp;PF
OSTR,Strawberry Oregon,"42° 11' 22""",32479190,"120° 50' 47""",353423,5590 ft.,USFS
AHON,Hoonah Alaska,"57° 48' 00""",32493500,"135° 08' 00""",501013,450 ft.,USFS
TLEW,Lewisburg Tower Tennessee,"35° 22' 54""",02609414,"86° 45' 57""",406601,1150 ft.,S&amp;PF
HKEA,Keamoku Lava Flow Hawaii,"19° 28' 32""",FA4447E8,"155° 21' 46""",496006,5600 ft.,NPS
YIRO,Iroquois New York,"43° 03' 36""",83777486,"78° 14' 24""",301101,2700 ft.,FWS
