X,Y,OBJECTID,StationName,WXID,ObservedDate,NESSID,NWSID,Elevation,SiteDescription,Latitude,Longitude,State,County,Agency,Region,Unit,SubUnit,Status,RainAccumulation,WindSpeedMPH,WindDirDegrees,AirTempStandPlace,FuelTemp,RelativeHumidity,BatteryVoltage,FuelMoisture,WindDirPeak,WindSpeedPeak,SolarRadiation,StationID
-122.41722,38.8619400000001,387,KNOXVILLE CREEK,16804670,2023/01/10 20:09:00+00,324C21B6,041409,2200,"STATION LOCATED ON A SMALL RIDGE ABOUT 1/4 MILE OFF THE
VALLEY FLOOR.  COVER IS MANZENIA, CHAPARRAL, AND SCRUB OAK.
HIGHER RIDGES ALL AROUND (200-300 FT) ABOUT 1/2-3/4 MILES
AWAY.",38.86194,-122.41722,CA,Lake,BLM,R10 CA Great Basin,UKIAH,WASHINGTON D.C.,A,15.56 inches,20 mph,222 degrees ,43 deg. F,NO DATA,97 % ,13.8 volts,NO DATA,216 degrees,34 mph,163 w/m2,16804670
-135.13333,57.8000000000001,388,HOONAH,17002277,2022/09/29 09:56:00+00,32493500,501013,450,VALLEYFIRE WX FORECAST ZONE 40,57.8,-135.13333,AK,Skagway-Hoonah-Angoon,USFS,10,TONGASS NF,,A,47.31 inches,1 mph,259 degrees ,48 deg. F,NO DATA,99 % ,13.1 volts,NO DATA,357 degrees,4 mph,0 w/m2,17002277
-117.91833,35.87111,389,FIVE MILE,17146672,2022/11/07 17:26:00+00,324BA596,044308,4150,"STATION SITS ATOP KNOLL OVERLOOKING HIGHWAY 395 3-5 MILES TO
NE. LAND FALLS WAY ON 3 SIDES (N,S,W)
WALK LAST 200 VERT TO TOP OF KNOLL",35.87111,-117.91833,CA,Inyo,BLM,R8 Lower CO Basin,CA DESERT DISTRICT,Ridgecrest,A,1.04 inches,3 mph,7 degrees ,55 deg. F,NO DATA,44 % ,13.7 volts,NO DATA,39 degrees,10 mph,302 w/m2,17146672
-105.09222,43.5505600000001,390,ROCHELLE HILLS,16924980,2022/12/19 16:05:00+00,323036F0,480502,5199,,43.55056,-105.09222,WY,Campbell,USFS,02,MEDICINE BOW NF,THUNDER BASIN N.G.,A,10.87 inches,9 mph,320 degrees ,1 deg. F,NO DATA,79 % ,13.1 volts,NO DATA,323 degrees,12 mph,90 w/m2,16924980
-83.4269399999999,31.10972,391,ADEL - MARTY,17327906,2022/02/19 12:04:00+00,3100E40E,098401,445,,31.10972,-83.42694,GA,Cook,S&PF,GEORGIA,GEORGIA FORESTRY COM,,1,4.13 inches,3 mph,328 degrees ,39 deg. F,38 deg. F ,73 % ,12.9 volts,15.2 (unk),340 degrees,10 mph,0 w/m2,17327906
-121.20241,39.4746900000001,392,PIKE COUNTY LOOKOUT,16962355,2022/06/28 06:10:00+00,32480260,041701,3701,SITE is at Pike County Lookout.  Top of ridge overlookingSacramento basin to the south and Plumas NF to the north.Mixed conifer and hardwood on slopes around lookout.,39.47469,-121.20241,CA,Yuba,USFS,05,PLUMAS NF,FEATHER RIVER R.D.,A,41.77 inches,7 mph,90 degrees ,73 deg. F,67 deg. F ,22 % ,12.9 volts,4.7 (unk),77 degrees,9 mph,0 w/m2,16962355
-143.07236,65.2964400000001,393,BEN CREEK,16905265,2023/04/29 21:20:00+00,FA6026DA,500414,1850,LOCATED APPROX 50 NW OF EAGLE ON A RIDGE WITH AN OVERGROWNAIRSTRIP. APPROX 1 WEST IS COAL CREEK.,65.29644,-143.07236,AK,Yukon-Koyukuk,NPS,ALASKA,YUKON CHARLIE NP,,A,.02 inches,3 mph,308 degrees ,49 deg. F,NO DATA,41 % ,13.8 volts,NO DATA,310 degrees,9 mph,556 w/m2,16905265
-116.20861,43.55972,394,IRAWS 27,,2022/02/25 11:47:00+00,,,,,,,,,,,,,,0 inches,0 mph,NO DATA,14 deg. F,NO DATA,80 %,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,17988723
-93.83861,31.2802800000001,395,SABINE SOUTH,17051424,2022/03/15 13:08:00+00,3287439C,413701,145,,31.28028,-93.83861,TX,Sabine,USFS,08,NF'S IN TEXAS,07,1,8.98 inches,0 mph,290 degrees ,54 deg. F,55 deg. F ,100 % ,12.8 volts,.1 (unk),242 degrees,4 mph,11 w/m2,17051424
-121.36216,36.8422,396,HOLLISTER,17375525,2023/03/22 19:12:59+00,CA25B1FA,044406,404,Located on the southeast corner of the Hollister FireStation property. Surrounded by rangeland being grazed bycattle.,36.8422,-121.36216,CA,San Benito,S&PF,CALIFORNIA,CDF,SAN BENITO/MONT UNIT,A,16.46 inches,9 mph,156 degrees ,54 deg. F,54 deg. F ,76 % ,14 volts,24 (unk),163 degrees,18 mph,326 w/m2,17375525
-118.49889,35.7216700000001,397,WOFFORD HEIGHTS,16798519,2022/11/07 16:01:00+00,3278E7E2,044190,3935,"SITE SITS IN THE SOUTH WESTERN CORNER OF A 25'x25' APIARY
ENCLOSURE.  HWY 155 IS 150 YDS TO THE SOUTH.
AREA IS SOMEWHAT SHELTERED BY THE WIND.",35.72167,-118.49889,CA,Kern,BLM,R10 CA Great Basin,BAKERSFIELD,WASHINGTON D.C.,A,3.03 inches,10 mph,280 degrees ,48 deg. F,NO DATA,72 % ,13.7 volts,NO DATA,267 degrees,20 mph,119 w/m2,16798519
-114.09621,46.9268700000001,398,SMOKE USFS R2-924,18724355,2022/02/17 16:24:00+00,396240F2,,3200,,39.71,-105.12,CO,Jefferson,USFS,02,,,2,0 inches,0 mph,NO DATA,0 deg. F,NO DATA,83 %,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,18724355
-109.68239,33.5308900000001,399,AZSCA_PORT1,17230418,2022/08/02 12:30:59+00,5212D376,,6260,,33.53089,-109.68239,AZ,Graham,BIA,Western,San Carlos Agency,,A,32.63 inches,4 mph,30 degrees ,61 deg. F,58 deg. F ,78 % ,12.6 volts,NO DATA,35 degrees,7 mph,NO DATA,17230418
-120.18122,34.91981,400,TEPUSQUET,18862614,2022/03/15 13:05:59+00,CF101798,045225,3200,Located on a ridge top north of the Tepusquet Repeater site with predominate south aspect. Mixed chaparral fuel bed.,34.91981,-120.18122,CA,Santa Barbara,S&PF,CALIFORNIA,SANTA BARBARA COUNTY,SBC fire,1,9.6 inches,11 mph,343 degrees ,59 deg. F,55 deg. F ,24 % ,12.9 volts,5.8 (unk),342 degrees,NO DATA,0 w/m2,18862614
-74.9127799999999,41.08889,401,BLUE MOUNTAIN LAKES,17461792,2022/08/11 21:14:59+00,3291C2D8,280101,1375,Station is transmitting to the Eastern satellite. Antennaangle is 42 degrees and the azimuth is 180 degrees.,41.08889,-74.91278,NJ,Sussex,NPS,NORTHEAST,DELAWARE WATER GAP,,A,30.31 inches,1 mph,NO DATA,81 deg. F,NO DATA,41 %,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,17461792
-118.02547,35.66261,402,WALKER PASS EAST,16812864,2022/07/05 05:26:00+00,324DB62E,109790,5217,"STATION SITS ON NORTH SIDE OF HWY 178 ON THE EAST SIDE OF
WALKER PASS.",35.66261,-118.02547,CA,Kern,BLM,R8 Lower CO Basin,CA DESERT DISTRICT,WASHINGTON D.C.,A,0 inches,10 mph,2 degrees ,59 deg. F,NO DATA,42 % ,12.6 volts,9.2 (unk),0 degrees,17 mph,0 w/m2,16812864
-116.20917,43.5650000000001,403,SAWTOOTH PORTABLE #2,17142122,2022/06/15 11:03:59+00,323C528A,101893,2865,Site is on a rocky knoll of about 10 acres with low grass and sagebrush. It is surrounded by alpine firs.,43.565,-116.20917,ID,Ada,USFS,04,SAWTOOTH NF,,A,0 inches,5 mph,109 degrees ,45 deg. F,45 deg. F ,66 % ,12.8 volts,5.9 (unk),107 degrees,10 mph,NO DATA,17142122
-121.584,40.0686600000001,404,CARPENTER RIDGE,17097522,2023/05/05 09:55:00+00,CA2132D4,041213,4816,,40.06866,-121.584,CA,Butte,S&PF,CALIFORNIA,CDF,BUTTE UNIT,A,51.1 inches,7 mph,186 degrees ,36 deg. F,37 deg. F ,100 % ,13 volts,25.2 (unk),216 degrees,14 mph,0 w/m2,17097522
-94.89778,34.77556,405,KIAMICHI,17044266,2022/03/15 12:59:00+00,32850562,346303,2392,"Station is located in the back corner of the Kiamichi RangerDistrict Office. The office is located 3.9 miles north onHwy. 271 from the town of Talahina, OK.",34.77556,-94.89778,OK,Le Flore,USFS,08,OUACHITA NF,KIAMICHI RD,1,8.14 inches,4 mph,36 degrees ,47 deg. F,47 deg. F ,100 % ,12.8 volts,NO DATA,330 degrees,13 mph,1 w/m2,17044266
-123.475,44.60778,406,GELLATLY,17420829,2023/05/05 10:09:00+00,6000026E,351814,860,,44.60778,-123.475,OR,Benton,S&PF,OREGON,DEPT OF FORESTRY,,A,49.88 inches,1 mph,142 degrees ,44 deg. F,43 deg. F ,99 % ,13.2 volts,25.1 (unk),195 degrees,4 mph,0 w/m2,17420829
-94.65806,31.75917,407,LUMBERJACK,,2022/10/25 13:47:00+00,,,,,,,,,,,,,,29.34 inches,13 mph,NO DATA,54 deg. F,NO DATA,71 %,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,17936924
-107.40444,39.58694,408,STORM KING MOUNTAIN,16789064,2022/08/23 20:58:59+00,324AA76C,051508,8793,SITE IS LOCATED ON FINGER RIDGE THAT RUNS FROM NORTH TOSOUTH. BOTH THE EAST/WEST ASPECTS ARE VERY STEEP. THE H-1SITE IS APPROX. 250 YRDS. UP THE RIDGE LINE. ALL VEGITATION,39.58694,-107.40444,CO,Garfield,USFS,02,WHITE RIVER NF,,A,9.69 inches,8 mph,116 degrees ,68 deg. F,NO DATA,35 % ,13.5 volts,NO DATA,114 degrees,15 mph,593 w/m2,16789064
-111.86547,38.78042,409,LOST CREEK,16867120,2023/01/10 20:37:00+00,3254F4E6,421905,7490,"SITE SITS IN OLD BURN AREA IN SADDLE ON RIDGE LINE
LOTS OF DOWN DEAD TREES CAN BE SEEN FROM ROAD 9OCLOCK
APP 2 MILES AWAY",38.78042,-111.86547,UT,Sevier,BLM,R7 Upper CO Basin,RICHFIELD,WASHINGTON D.C.,A,.29 inches,31 mph,190 degrees ,38 deg. F,NO DATA,71 % ,14.2 volts,NO DATA,189 degrees,41 mph,275 w/m2,16867120
-117.5001,33.75474,410,TEMESCAL 2  (CNF),17156667,2023/05/05 09:42:00+00,3242E0C0,045635,1748,Ridgeline above the Glen Ivy Resort. Short hike up from their water tank.,33.75474,-117.5001,CA,Riverside,USFS,05,CLEVELAND NF,TRABUCO R.D.,A,28.78 inches,2 mph,5 degrees ,49 deg. F,48 deg. F ,91 % ,13 volts,19.4 (unk),14 degrees,6 mph,0 w/m2,17156667
-122.83093,40.4378400000001,411,ARBUCKLE BASIN,17089839,2023/05/05 09:54:00+00,CA2AF462,040632,2452,Final sections of roads are extreme slopes and difficult.Parking for only two vehicles max at site.Contact George Cassel (530)225-2411 to arrange visit.,40.43784,-122.83093,CA,Shasta,S&PF,CALIFORNIA,CDF,SHASTA-TRINITY UNIT,A,28.42 inches,3 mph,112 degrees ,45 deg. F,46 deg. F ,100 % ,12.9 volts,26.4 (unk),113 degrees,4 mph,0 w/m2,17089839
-111.24447,45.45964,412,SHENANGO,16918063,2022/09/29 09:40:00+00,323FD390,244601,5391,VALLEY SITEFIRE WX ZONE 123,45.45964,-111.24447,MT,Gallatin,USFS,01,Custer Gallatin NF,BOZEMAN RD,A,20.31 inches,4 mph,221 degrees ,58 deg. F,NO DATA,40 % ,12.9 volts,NO DATA,65 degrees,12 mph,0 w/m2,16918063
-114.03881,46.32268,413,SOFT ROCK,19840518,2022/07/22 22:12:00+00,32B780F2,,4091,,46.32268,-114.03881,MT,Ravalli,USFS,01,BITTERROOT NF,Stevensville RD,A,5.24 inches,13 mph,NO DATA,88 deg. F,NO DATA,13 %,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,19840518
-88.51591,42.85961,414,EAGLE,19385099,2022/06/07 09:08:00+00,32A280AC,476401,938,,42.85961,-88.51591,WI,Waukesha,S&PF,WISCONSIN,DNR,,A,12.51 inches,1 mph,NO DATA,54 deg. F,NO DATA,97 %,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,19385099
-116.20861,43.55972,415,IRAWS 33,,2022/02/28 12:33:00+00,,,,,,,,,,,,,,0 inches,0 mph,NO DATA,31 deg. F,NO DATA,65 %,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,17993348
-106.3295,40.21108,416,GUNSIGHT,16806708,2022/03/15 12:46:00+00,325FC2D4,050404,8420,SITE SITS ON HIGH MTN. SLOPE WHICH IS SEMI-ARID AND MAINLYSOUTHERLY ASPECT. THE HOME RIDGE RUNS N-S WITH ITS PEAK DUENORTH APPROX. 1.5 MILES. FORESTED MTN. RNG. TO THE NERUNNING NW-SE. VALLEY TO SE WITH NUMEROUS RANCHES. HIGHERMTN. RNG. TO SOUTH WITH HIGHER PEAKS APPROX. 20 MILES.,40.21108,-106.3295,CO,Grand,BLM,COLORADO,CRAIG,WASHINGTON D.C.,1,1.07 inches,2 mph,29 degrees ,16 deg. F,NO DATA,80 % ,12.6 volts,NO DATA,40 degrees,5 mph,0 w/m2,16806708
-82.0372199999999,32.3913900000001,417,METTER,17327131,2022/10/14 14:03:59+00,3100B472,096301,198,,32.39139,-82.03722,GA,Candler,S&PF,GEORGIA,GEORGIA FORESTRY COM,,A,29.27 inches,6 mph,351 degrees ,64 deg. F,70 deg. F ,54 % ,13.6 volts,16.3 (unk),344 degrees,12 mph,349 w/m2,17327131
-113.38489,39.3501900000001,418,TULE VALLEY,16867373,2023/01/12 15:36:59+00,325F715A,421806,5135,"STATION SITS ON WESTERN SLOPE OF A MOUNTAIN RIDGE THATS
DROPPING DOWN INTO A NORTH/SOUTH VALLEY TO THE WEST OF THE
STATION, APPROX. 250 FEET ABOVE VALLEY FLOOR.  SITE SITS
ON THE NORTH SIDE OF MAIN ROAD THAT CUTS VALLEY, AND ON THE
WEST SIDE OF OFF ROAD THAT INTERSECTS THE MAIN DRAG IN.",39.35019,-113.38489,UT,Millard,BLM,R7 Upper CO Basin,RICHFIELD,WASHINGTON D.C.,A,.66 inches,4 mph,269 degrees ,33 deg. F,NO DATA,67 % ,13.1 volts,NO DATA,283 degrees,5 mph,13 w/m2,16867373
-121.80694,37.39833,419,SANJOSE,17535249,2023/05/05 09:52:00+00,32905540,,675,,37.39833,-121.80694,CA,Santa Clara,S&PF,CALIFORNIA,CDF,SAN JOSE FIRE DEPT,A,27.32 inches,2 mph,73 degrees ,48 deg. F,47 deg. F ,100 % ,12.8 volts,26.5 (unk),68 degrees,3 mph,0 w/m2,17535249
-105.55811,40.6722500000001,420,PRAWS 3,18899019,2022/03/10 22:05:00+00,3470609C,,8512,,40.67225,-105.55811,CO,Larimer,BLM,IDAHO,BLM/NIFC,,2,0 inches,4 mph,297 degrees ,40 deg. F,49 deg. F ,20 % ,13.7 volts,6.5 (unk),315 degrees,7 mph,648 w/m2,18899019
-118.86902,36.2311800000001,421,MILO,17290281,2022/03/21 03:27:59+00,CA258460,043706,1923,RAWS was moved on 11/18/2009 due to landowner request. Siteis now 600 ft southeast of original location. The locationis now more open pasture bordered on the west and north withoak woodland. It is more exposed and near the upper end ofthe watershed.,36.23118,-118.86902,CA,Tulare,S&PF,CALIFORNIA,CDF,TULARE UNIT,1,11.87 inches,8 mph,107 degrees ,50 deg. F,49 deg. F ,85 % ,13 volts,20.6 (unk),98 degrees,13 mph,0 w/m2,17290281
-90.3805599999999,31.9497200000001,422,COPIAH,17365791,2022/03/15 13:10:00+00,3910363A,225502,150,,31.94972,-90.38056,MS,Copiah,S&PF,MISSISSIPPI,FORESTRY COMMISSION,Fire Services,1,8.73 inches,8 mph,297 degrees ,53 deg. F,NO DATA,98 % ,13 volts,NO DATA,306 degrees,20 mph,8 w/m2,17365791
-154.0764,62.7238800000001,423,FAREWELL,16787243,2023/05/05 09:54:00+00,3243C4D6,500624,723,,62.72388,-154.0764,AK,Yukon-Koyukuk,BLM,R11 Alaska,ALASKA FIRE SERVICE,WASHINGTON D.C.,A,15.47 inches,3 mph,195 degrees ,35 deg. F,NO DATA,66 % ,13.6 volts,NO DATA,170 degrees,8 mph,0 w/m2,16787243
-104.03194,37.5425000000001,424,PINION CANYON,16942128,2022/09/29 10:24:00+00,3241E7CE,056202,5422,,37.5425,-104.03194,CO,Otero,USFS,02,PIKE/SAN ISABE NF,COMANCHE GRASSLANDS,A,10.68 inches,11 mph,235 degrees ,63 deg. F,60 deg. F ,42 % ,12.9 volts,7.8 (unk),244 degrees,19 mph,0 w/m2,16942128
-95.1388899999999,31.395,425,RATCLIFF,17051167,2022/10/31 21:03:00+00,3288A6FC,413302,434,Behind the Davy Crockett Work Center to north on flat groundby the old fire watch tower.,31.395,-95.13889,TX,Houston,USFS,08,NF'S IN TEXAS,DAVY CROCKETT,A,29.18 inches,2 mph,211 degrees ,75 deg. F,76 deg. F ,55 % ,13.5 volts,21.3 (unk),225 degrees,7 mph,273 w/m2,17051167
-90.84667,31.41056,426,BUDE,17045282,2022/08/19 13:05:59+00,3332A7C4,226102,447,,31.41056,-90.84667,MS,Franklin,USFS,08,NF'S IN MISSISSIPPI,HOMOCHITTO R.D.,A,41.26 inches,3 mph,92 degrees ,74 deg. F,75 deg. F ,97 % ,13.2 volts,25.7 (unk),103 degrees,4 mph,54 w/m2,17045282
-122.298,37.4731200000001,427,PULGAS,17111837,2023/01/25 20:19:00+00,CA41C062,043307,644,,37.47312,-122.298,CA,Alameda,S&PF,CALIFORNIA,SF WATER DEPT.,,A,27.77 inches,6 mph,98 degrees ,63 deg. F,73 deg. F ,33 % ,13.7 volts,8.7 (unk),90 degrees,11 mph,587 w/m2,17111837
-110.955,32.2282000000001,428,NRAWS 7,,2022/03/15 12:36:59+00,,,,,,,,,,,,,,0.03 inches,0 mph,NO DATA,32 deg. F,NO DATA,30 %,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,17900378
-82.38883,36.2012700000001,429,WATAUGA,17548070,2022/11/05 13:05:59+00,32A05330,403604,2830,,36.20127,-82.38883,TN,Unicoi,USFS,08,CHEROKEE NF,WATAUGA,A,38.73 inches,0 mph,152 degrees ,63 deg. F,63 deg. F ,82 % ,12.8 volts,13.6 (unk),164 degrees,0 mph,25 w/m2,17548070
-114.66942,39.6035800000001,430,H-T PORTABLE #3,17276976,2022/02/27 21:12:00+00,3282445C,,8625,,39.60358,-114.66942,NV,White Pine,USFS,04,HUMBOLDT/TOIYABE NF,Ely RD,1,62.53 inches,4 mph,134 degrees ,44 deg. F,27 deg. F ,22 % ,12.9 volts,23.7 (unk),116 degrees,10 mph,657 w/m2,17276976
-117.62567,40.39433,431,SIARD,16849203,2022/05/02 22:38:00+00,325BD498,260402,4600,STATION SITS IN FLAT AREA IN PLEASANT VALLEY WITH THE TOBINMTN RANGE 3 MILES DUE EAST.  THE EAST MTN RANGE IS DUE WEST4 MILES AWAY.  BOTH RANGES RUN NORTH TO SOUTH.  RAWS SITE ISON VALLEY FLOOR.,40.39433,-117.62567,NV,Pershing,BLM,NEVADA,WINNEMUCCA,WASHINGTON D.C.,A,.96 inches,23 mph,306 degrees ,58 deg. F,NO DATA,31 % ,13.6 volts,NO DATA,305 degrees,39 mph,823 w/m2,16849203
-121.53519,36.6847500000001,432,CALFIRE PORTABLE 43,17298735,2022/08/29 06:16:00+00,CA283488,,656,,36.68475,-121.53519,CA,Monterey,S&PF,CALIFORNIA,CDF,FRESNO/KINGS UNIT,A,2.66 inches,3 mph,344 degrees ,57 deg. F,57 deg. F ,93 % ,12.9 volts,14.4 (unk),354 degrees,8 mph,NO DATA,17298735
-115.6,36.26667,433,KYLE CANYON,17128493,2022/03/15 12:49:59+00,326CD0DC,261702,7200,"Pinyon, oak brush, mtn. mahogany vegetation.",36.26667,-115.6,NV,Clark,USFS,04,HUMBOLDT/TOIYABE NF,SPRING MTN NRA,1,.12 inches,6 mph,239 degrees ,36 deg. F,32 deg. F ,47 % ,12.8 volts,7.4 (unk),231 degrees,12 mph,0 w/m2,17128493
-108.16306,35.19417,434,BLUEWATER RIDGE,17380135,2022/09/20 21:06:00+00,3333B648,293303,8289,,35.19417,-108.16306,NM,Cibola,USFS,03,CIBOLA NF,MT. TAYLOR RD,A,12.21 inches,5 mph,214 degrees ,72 deg. F,82 deg. F ,42 % ,13.4 volts,8.2 (unk),173 degrees,17 mph,569 w/m2,17380135
-119.87281,38.47265,435,STF01PORTABLE,18714160,2021/12/06 20:28:00+00,AAB60732,,8880,,38.47265,-119.87281,CA,Alpine,USFS,05,STANISLAUS NF,,2,0.01 inches,0 mph,NO DATA,0 deg. F,NO DATA,38 %,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,18714160
-117.97111,44.75778,436,ELK CREEK,17183526,2022/06/29 06:55:00+00,323EB48C,352126,6576,Fairly flat area with mostly conifers surrounding the station 30 to 40 ft. height and approximately 50% or less canopy closure.,44.75778,-117.97111,OR,Baker,USFS,06,WALLOWA-WHITMAN NF,,A,15.22 inches,1 mph,34 degrees ,44 deg. F,NO DATA,80 % ,13 volts,NO DATA,31 degrees,5 mph,0 w/m2,17183526
-79.38096,35.4693500000001,437,HORSESHOE HOUSE,17473065,2022/03/15 13:15:59+00,407203EC,318203,317,Station is located on the property of the House-in-the-Horseshoe State Historic Site.,35.46935,-79.38096,NC,Moore,S&PF,NORTH CAROLINA,DIV. OF FOREST RES.,D3 ROCKINGHAM,1,8.86 inches,0 mph,NO DATA,41 deg. F,NO DATA,95 %,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,17473065
-124.1031,47.4137400000001,438,BLACK KNOB,17118246,2022/07/20 11:31:00+00,521483C4,450321,618,,47.41374,-124.1031,WA,Grays Harbor,BIA,Northwest,Taholah Agency,Quinault Tribe,A,70.05 inches,1 mph,346 degrees ,52 deg. F,NO DATA,100 % ,12.8 volts,NO DATA,278 degrees,4 mph,0 w/m2,17118246
-121.75189,42.6544700000001,439,CHILOQUIN PORTABLE,17531427,2022/02/11 13:54:00+00,32923552,,4494,,42.65447,-121.75189,OR,Klamath,USFS,06,Fremont-Winema NF,,2,0 inches,1 mph,227 degrees ,28 deg. F,27 deg. F ,58 % ,12.6 volts,6.9 (unk),230 degrees,3 mph,NO DATA,17531427
-117.41203,33.6471100000001,440,EL CARISO,17018417,2023/05/05 10:21:00+00,3230A392,045619,2733,ridgetop,33.64711,-117.41203,CA,Riverside,USFS,05,CLEVELAND NF,TRABUCO RD,A,30.99 inches,4 mph,140 degrees ,44 deg. F,45 deg. F ,100 % ,12.9 volts,23.6 (unk),188 degrees,6 mph,0 w/m2,17018417
-113.25947,42.54794,441,RAFT RIVER,16819771,2022/05/18 14:19:59+00,325CE336,104104,4331,"SITE IS LOCATED ON A ROLLING PLATEAU WITH VALLEYS TO THE
NORTH AND SMALL MTN RANGES TO THE SW, SE & E. COVER IS
PREDOMINANTLY 2' CHEEKGRASS W/ SOME SMALL SAGEBRUSH.",42.54794,-113.25947,ID,Cassia,BLM,R9 Columbia Pac NW,SHOSHONE,WASHINGTON D.C.,A,2.62 inches,5 mph,214 degrees ,57 deg. F,NO DATA,44 % ,13.4 volts,NO DATA,235 degrees,7 mph,242 w/m2,16819771
-110.99026,44.92762,442,QUADRANT,16912695,2022/06/29 06:49:59+00,FA4012AE,480115,7900,"RAWS sits N of the Gallatin River, W of Quadrant MountainEast of Highway 191, and S of Fawn Pass Trail",44.92762,-110.99026,WY,Park,NPS,INTERMOUNTAIN,YELLOWSTONE NP,,A,11.66 inches,3 mph,190 degrees ,56 deg. F,NO DATA,52 % ,13 volts,NO DATA,150 degrees,13 mph,0 w/m2,16912695
-76.81609,38.65239,443,CEDARVILLE,17456157,2022/03/15 13:20:00+00,B8002418,181510,209,,38.65239,-76.81609,MD,Prince George's,S&PF,MARYLAND,DNR,,1,8.57 inches,1 mph,NO DATA,51 deg. F,NO DATA,60 %,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,17456157
-155.91819,19.8033600000001,444,KAUPULEHU LAVA FLOW,17560340,2022/03/21 02:35:59+00,4870E628,496031,1221,"situated near the Kaupulehu lava Flow, surrounded on all sides by Fountain grass distributed in a'a' lava flows.",19.80336,-155.91819,HI,Hawaii,S&PF,HAWAII,DEPT OF LAND AND NR,DOFAWHI,1,.4 inches,9 mph,346 degrees ,74 deg. F,79 deg. F ,69 % ,12.9 volts,9.6 (unk),317 degrees,15 mph,238 w/m2,17560340
-96.56056,38.4350000000001,445,TALLGRASS PRAIRIE,17249057,2022/07/25 13:31:00+00,FA63812C,145201,1231,Tallgrass prairie setting.  Behind ranchhand house to NW.Access station from Southwind nature trail.,38.435,-96.56056,KS,Chase,NPS,MIDWEST,TALLGRASS PRAIRIE NP,,A,23.53 inches,10 mph,49 degrees ,66 deg. F,66 deg. F ,93 % ,11.9 volts,25 (unk),37 degrees,16 mph,44 w/m2,17249057
-107.1567,38.55177,446,GUNNISON PORTABLE #1,18883106,2021/11/30 19:20:00+00,32B29444,,9547,Portable Station.  Site Information will change at each location.,38.55177,-107.1567,CO,Gunnison,USFS,02,"GM, UNC, & GUNN NF",Gunnison,1,4.94 inches,4 mph,209 degrees ,42 deg. F,50 deg. F ,40 % ,13.5 volts,10.9 (unk),235 degrees,NO DATA,176 w/m2,18883106
-107.91771,39.5937700000001,447,ROAN PLATEAU,19308044,2022/05/02 22:41:00+00,32A187A2,,8800,,39.59377,-107.91771,CO,Garfield,BLM,COLORADO,GRAND JUNCTION,Upper Colorado River,A,5.54 inches,8 mph,NO DATA,47 deg. F,NO DATA,58 %,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,19308044
-81.06677,26.1947500000001,448,HONEYMOON RAWS,18458130,2022/03/15 12:46:00+00,AAB081E8,,14,,26.19475,-81.06677,FL,Collier,NPS,SOUTHEAST,BIG CYPRESS NP,,1,2.05 inches,3 mph,NO DATA,70 deg. F,NO DATA,92 %,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,18458130
-92.6176,45.97171,449,ST. CROIX,18217491,2022/10/28 13:15:59+00,AAC42186,213403,920,,45.97171,-92.6176,MN,Pine,S&PF,MINNESOTA,DEPT OF NATURAL RES.,DIVISION OF FORESTRY,A,19.81 inches,3 mph,NO DATA,45 deg. F,NO DATA,74 %,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,18217491
-88.62586,37.30058,450,SHAWNEE PORTABLE #1,17551135,2022/05/19 14:55:00+00,AAA804C4,,390,Next to Dixon Raws station for comparison,37.30058,-88.62586,IL,Pope,USFS,09,SHAWNEE NF,,A,28.86 inches,4 mph,153 degrees ,82 deg. F,83 deg. F ,70 % ,13.4 volts,21.1 (unk),128 degrees,10 mph,468 w/m2,17551135
-114.15731,46.71853,451,FIRE EFFECTS PORTABLE #2,17501988,2023/05/05 10:27:00+00,328E632C,,3966,Luebrech Experimental Forest.  Snowmelt study.,46.71853,-114.15731,MT,Missoula,USFS,01,Missoula Fire Lab,,A,11.48 inches,0 mph,258 degrees ,45 deg. F,NO DATA,99 % ,12.6 volts,NO DATA,342 degrees,7 mph,0 w/m2,17501988
-70.56414,41.70719,452,CAMP EDWARDS RAWS,19021326,2022/08/22 15:07:00+00,ADB00D40,191204,281,Station is within maintained yard of Range Control facility surrounded by pine-oak woodland. Location is just below top of Pine Hill (highest point on Cape Cod) on the glacial moraine.,41.70719,-70.56414,MA,Barnstable,DOD,USA,CAMP EDWARDS,MA ARMY NG,A,24.4 inches,4 mph,NO DATA,71 deg. F,NO DATA,95 %,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,19021326
